txtFieldNote,intControl,txtPDFExists,txtFileNo,txtType
J.Strode-85,1030435,y,SC 000045:23,E
J.Strode-9,1030409,y,SC 000044:64,E
JAV-1,1031111,y,SC 000056:21,E
JAV-10,1031165,y,SC 000057:10,E
JAV-11,1031119,y,SC 000056:29,E
JAV-12,1031020,y,SC 000054:61,E
JAV-13,1031010,y,SC 000054:51,E
JAV-14,1031021,y,SC 000054:62,E
JAV-15,1030255,y,SC 000042:35,E
JAV-15,1031144,y,SC 000056:54,E
JAV-16,1031096,y,SC 000056:6,E
JAV-17,1031109,y,SC 000056:19,E
JAV-18,1031017,y,SC 000054:58,E
JAV-19,1031103,y,SC 000056:13,E
JAV-2,1031078,y,SC 000055:53,E
JAV-20,1031025,y,SC 000054:66,E
JAV-21,1031147,y,SC 000056:57,E
JAV-22,1031006,y,SC 000054:47,E
JAV-23,1031044,y,SC 000055:19,E
JAV-24,1031018,y,SC 000054:59,E
JAV-25,1031116,y,SC 000056:26,E
JAV-26,1031135,y,SC 000056:45,E
JAV-27,1031061,y,SC 000055:36,E
JAV-28,1031066,y,SC 000055:41,E
JAV-29,1031093,y,SC 000056:3,E
JAV-3,1031121,y,SC 000056:31,E
JAV-30,1031013,y,SC 000054:54,E
JAV-31,1031038,y,SC 000055:13,E
JAV-32,1031102,y,SC 000056:12,E
JAV-33,1031033,y,SC 000055:8,E
JAV-34,1031060,y,SC 000055:35,E
JAV-35,1031032,y,SC 000055:7,E
JAV-36,1031152,y,SC 000056:62,E
JAV-37,1031028,y,SC 000055:3,E
JAV-38,1031094,y,SC 000056:4,E
JAV-39,1031146,y,SC 000056:56,E
JAV-4,1031128,y,SC 000056:38,E
JAV-40,1031113,y,SC 000056:23,E
JAV-41,1031252,y,SC 000058:34,E
JAV-42,1031160,y,SC 000057:5,E
JAV-43,1031312,y,SC 000059:30,E
JAV-44,1031155,y,SC 000056:65,E
JAV-45,1031339,y,SC 000059:57,E
JAV-46,1031048,y,SC 000055:23,E
JAV-47,1030991,y,SC 000054:32,E
JAV-48,1031342,y,SC 000059:60,E
JAV-49,1031259,y,SC 000058:41,E
JAV-5,1031335,y,SC 000059:53,E
JAV-50,1031253,y,SC 000058:35,E
JAV-51,1030922,y,SC 000053:18,E
JAV-52,1030943,y,SC 000053:39,E
JAV-53,1031269,y,SC 000058:51,E
JAV-54,1031344,y,SC 000059:62,E
JAV-55,1031328,y,SC 000059:46,E
JAV-56,1031280,y,SC 000058:62,E
JAV-57,1031254,y,SC 000058:36,E
JAV-58,1031001,y,SC 000054:42,E
JAV-6,1031118,y,SC 000056:28,E
JAV-60,1030897,y,SC 000052:52,E
JAV-61,1031110,y,SC 000056:20,E
JAV-62,1031252,y,SC 000058:34,E
JAV-63,1031264,y,SC 000058:46,E
JAV-64,1030996,y,SC 000054:37,E
JAV-65,1031014,y,SC 000054:55,E
JAV-66,1031091,y,SC 000056:1,E
JAV-67,1031068,y,SC 000055:43,E
JAV-68,1031174,y,SC 000057:19,E
JAV-69,1031092,y,SC 000056:2,E
JAV-7,1031136,y,SC 000056:46,E
JAV-70,1031043,y,SC 000055:18,E
JAV-71,1031145,y,SC 000056:55,E
JAV-8,1031029,y,SC 000055:4,E
JAV-9,1031122,y,SC 000056:32,E
JMH-1,1031052,y,SC 000055:27,E
JMH-10,1030625,y,SC 000048:23,E
JMH-11,1030805,y,SC 000051:20,E
JMH-12,1030768,y,SC 000050:44,E
JMH-13,1030714,y,SC 000049:51,E
JMH-14,1030878,y,SC 000052:33,E
JMH-15,1031051,y,SC 000055:26,E
JMH-16,1031149,y,SC 000056:59,E
JMH-17,1031039,y,SC 000055:14,E
JMH-18,1030872,y,SC 000052:27,E
JMH-19,1030490,y,SC 000046:12,E
JMH-2,1031131,y,SC 000056:41,E
JMH-20,1030850,y,SC 000052:5,E
JMH-21,1030697,y,SC 000049:34,E
JMH-21.5,1031258,y,SC 000058:40,E
JMH-22,1030506,y,SC 000046:28,E
JMH-23,1030356,y,SC 000044:11,E
JMH-24,1030397,y,SC 000044:52,E
JMH-25,1030616,y,SC 000048:14,E
JMH-26,1030784,y,SC 000050:60,E
JMH-27,1030350,y,SC 000044:5,E
JMH-28,1030349,y,SC 000044:4,E
JMH-29,1030696,y,SC 000049:33,E
JMH-3,1031106,y,SC 000056:16,E
JMH-30,1030887,y,SC 000052:42,E
JMH-31,1030695,y,SC 000049:32,E
JMH-32,1030870,y,SC 000052:25,E
JMH-33,1030809,y,SC 000051:24,E
JMH-34,1030920,y,SC 000053:16,E
JMH-35,1030631,y,SC 000048:29,E
JMH-36,1030629,y,SC 000048:27,E
JMH-37,1030655,y,SC 000048:53,E
JMH-38,1030750,y,SC 000050:26,E
JMH-39,1030918,y,SC 000053:14,E
JMH-4,1030999,y,SC 000054:40,E
JMH-40,1030880,y,SC 000052:35,E
JMH-41,1030703,y,SC 000049:40,E
JMH-43,1030770,y,SC 000050:46,E
JMH-44,1030705,y,SC 000049:42,E
JMH-45,1031098,y,SC 000056:8,E
JMH-46,1031163,y,SC 000057:8,E
JMH-47,1031051,y,SC 000055:26,E
JMH-48,1031073,y,SC 000055:48,E
JMH-5,1030624,y,SC 000048:22,E
JMH-50,1030394,y,SC 000044:49,E
JMH-51,1030415,y,SC 000045:3,E
JMH-52,1034239,y,SC 000111:17,E
JMH-6,1030712,y,SC 000049:49,E
JMH-7,1030455,y,SC 000045:43,E
JMH-8,1031062,y,SC 000055:37,E
JMH-9,1030793,y,SC 000051:8,E
JS-1,1032881,y,SC 000082:21,E
JS-10,1032835,y,SC 000081:12,E
JS-11,1032800,y,SC 000080:18,E
JS-12,1032844,y,SC 000081:21,E
JS-13,1032836,y,SC 000081:13,E
JS-14,1032877,y,SC 000082:17,E
JS-15,1032795,y,SC 000080:13,E
JS-2,1032848,y,SC 000081:25,E
JS-3,1032884,y,SC 000082:24,E
JS-4,1032833,y,SC 000081:10,E
JS-5,1032834,y,SC 000081:11,E
JS-6,1032880,y,SC 000082:20,E
JS-7,1032775,y,SC 000079:35,E
JS-8,1032838,y,SC 000081:15,E
JS2-1,1032876,y,SC 000082:16,E
JS2-2,1032849,y,SC 000081:26,E
JS2-3,1032840,y,SC 000081:17,E
JS2-4,1032825,y,SC 000081:2,E
JS2-5,1032847,y,SC 000081:24,E
JS2-6,1032839,y,SC 000081:16,E
JS3-1,1030792,y,SC 000051:7,E
JS3-10,1030932,y,SC 000053:28,E
JS3-11,1030849,y,SC 000052:4,E
JS3-12,1030724,y,SC 000049:61,E
JS3-13,1030789,y,SC 000051:4,E
JS3-14,1030828,y,SC 000051:43,E
JS3-15,1030699,y,SC 000049:36,E
JS3-16,1030712,y,SC 000049:49,E
JS3-17,1031050,y,SC 000055:25,E
JS3-18,1030761,y,SC 000050:37,E
JS3-19,1030742,y,SC 000050:18,E
JS3-2,1030774,y,SC 000050:50,E
JS3-20,1030776,y,SC 000050:52,E
JS3-21,1030452,y,SC 000045:40,E
JS3-22,1030495,y,SC 000046:17,E
JS3-23,1030453,y,SC 000045:41,E
JS3-24,1030454,y,SC 000045:42,E
JS3-25,1030465,y,SC 000045:53,E
JS3-26,1030839,y,SC 000051:54,E
JS3-28,1030825,y,SC 000051:40,E
JS3-29,1030458,y,SC 000045:46,E
JS3-3,1030708,y,SC 000049:45,E
JS3-30,1030520,y,SC 000046:42,E
JS3-31,1030474,y,SC 000045:62,E
JS3-32,1030778,y,SC 000050:54,E
JS3-33,1030442,y,SC 000045:30,E
JS3-34,1030467,y,SC 000045:55,E
JS3-34B,1030471,y,SC 000045:59,E
JS3-35,1030516,y,SC 000046:38,E
JS3-36,1030424,y,SC 000045:12,E
JS3-37,1030941,y,SC 000053:37,E
JS3-38,1030507,y,SC 000046:29,E
JS3-39,1030459,y,SC 000045:47,E
JS3-4,1030700,y,SC 000049:37,E
JS3-40,1030444,y,SC 000045:32,E
JS3-41,1030411,y,SC 000044:66,E
JS3-42,1030446,y,SC 000045:34,E
JS3-43,1030460,y,SC 000045:48,E
JS3-44,1030427,y,SC 000045:15,E
JS3-45,1030782,y,SC 000050:58,E
JS3-46,1031266,y,SC 000058:48,E
JS3-5,1030720,y,SC 000049:57,E
JS3-6,1030790,y,SC 000051:5,E
JS3-7,1030844,y,SC 000051:59,E
JS3-8,1030811,y,SC 000051:26,E
JS3-9,1030772,y,SC 000050:48,E
JS4-1,1034304,y,SC 000114:12,E
JS4-2,1034349,y,SC 000116:12,E
JS4-3,1034346,y,SC 000116:9,E
JS4-4,1034356,y,SC 000116:19,E
JS4-5,1034359,y,SC 000116:22,E
JWB-10,1032885,y,SC 000082:25,E
JWB-11,1032774,y,SC 000079:34,E
JWB-12,1032843,y,SC 000081:20,E
JWB-13,1032895,y,SC 000082:35,E
JWB-14,1032893,y,SC 000082:33,E
JWB-2,1032809,y,SC 000080:27,E
JWB-6,1032842,y,SC 000081:19,E
JWB-7,1032841,y,SC 000081:18,E
JWB-8,1032827,y,SC 000081:4,E
JWB-9,1032761,y,SC 000079:21,E
JWB3-1,1030593,y,SC 000047:53,E
JWB3-10,1030836,y,SC 000051:51,E
JWB3-11,1031138,y,SC 000056:48,E
JWB3-13,1031114,y,SC 000056:24,E
JWB3-15,1031067,y,SC 000055:42,E
JWB3-16,1030993,y,SC 000054:34,E
JWB3-17,1031127,y,SC 000056:37,E
JWB3-18,1031003,y,SC 000054:44,E
JWB3-19,1030879,y,SC 000052:34,E
JWB3-2,1030600,y,SC 000047:60,E
JWB3-20,1031065,y,SC 000055:40,E
JWB3-21,1031086,y,SC 000055:61,E
JWB3-22,1031151,y,SC 000056:61,E
JWB3-23,1031100,y,SC 000056:10,E
JWB3-24,1031101,y,SC 000056:11,E
JWB3-24.5,1031101,y,SC 000056:11,E
JWB3-25,1031265,y,SC 000058:47,E
JWB3-26,1031265,y,SC 000058:47,E
JWB3-27,1031085,y,SC 000055:60,E
JWB3-28,1030898,y,SC 000052:53,E
JWB3-29,1031156,y,SC 000057:1,E
JWB3-3,1030530,y,SC 000046:52,E
JWB3-30,1031340,y,SC 000059:58,E
JWB3-31,1031046,y,SC 000055:21,E
JWB3-32,1030995,y,SC 000054:36,E
JWB3-33,1031338,y,SC 000059:56,E
JWB3-34,1031304,y,SC 000059:22,E
JWB3-35,1031107,y,SC 000056:17,E
JWB3-36,1031278,y,SC 000058:60,E
JWB3-37,1031239,y,SC 000058:21,E
JWB3-38,1031248,y,SC 000058:30,E
JWB3-39,1030601,y,SC 000047:61,E
JWB3-4,1030582,y,SC 000047:42,E
JWB3-40,1030574,y,SC 000047:34,E
JWB3-5,1030567,y,SC 000047:27,E
JWB3-6,1030575,y,SC 000047:35,E
JWB3-7,1030564,y,SC 000047:24,E
JWB3-8,1031076,y,SC 000055:51,E
JWB3-9,1031219,y,SC 000058:1,E
Lockhart -597,1034430,y,SC 000119:18,E
Lockhart-1,1029657,y,SC 000032:33,E
Lockhart-101,1029592,y,SC 000031:15,E
Lockhart-103,1034428,y,SC 000119:16,E
Lockhart-108,1029681,y,SC 000033:12,E
Lockhart-11,1029588,y,SC 000031:11,E
Lockhart-111,1029663,y,SC 000032:39,E
Lockhart-114,1029545,y,SC 000030:16,E
Lockhart-117,1029582,y,SC 000031:5,E
Lockhart-119,1029581,y,SC 000031:4,E
Lockhart-121,1029538,y,SC 000030:9,E
Lockhart-122,1029539,y,SC 000030:10,E
Lockhart-123,1029702,y,SC 000033:33,E
Lockhart-126,1029636,y,SC 000032:12,E
Lockhart-129,1029659,y,SC 000032:35,E
Lockhart-13,1029587,y,SC 000031:10,E
Lockhart-131,1029675,y,SC 000033:6,E
Lockhart-133,1029675,y,SC 000033:6,E
Lockhart-136,1029535,y,SC 000030:6,E
Lockhart-139,1029601,y,SC 000031:24,E
Lockhart-141,1029662,y,SC 000032:38,E
Lockhart-143,1034701,y,SC 000130:1,E
Lockhart-148,1034419,y,SC 000119:7,E
Lockhart-15,1029653,y,SC 000032:29,E
Lockhart-152,1034422,y,SC 000119:10,E
Lockhart-159,1029635,y,SC 000032:11,E
Lockhart-161,1029577,y,SC 000030:48,E
Lockhart-163,1029695,y,SC 000033:26,E
Lockhart-165,1029555,y,SC 000030:26,E
Lockhart-166,1029658,y,SC 000032:34,E
Lockhart-167,1029668,y,SC 000032:44,E
Lockhart-169,1029553,y,SC 000030:24,E
Lockhart-17,1029660,y,SC 000032:36,E
Lockhart-171,1029571,y,SC 000030:42,E
Lockhart-175,1029533,y,SC 000030:4,E
Lockhart-178,1029583,y,SC 000031:6,E
Lockhart-182,1029574,y,SC 000030:45,E
Lockhart-186,1029532,y,SC 000030:3,E
Lockhart-189,1029540,y,SC 000030:11,E
Lockhart-19,1029578,y,SC 000031:1,E
Lockhart-191,1029687,y,SC 000033:18,E
Lockhart-193,1029616,y,SC 000031:39,E
Lockhart-195,1029638,y,SC 000032:14,E
Lockhart-197,1029564,y,SC 000030:35,E
Lockhart-199,1029646,y,SC 000032:22,E
Lockhart-20,1029632,y,SC 000032:8,E
Lockhart-201,1029644,y,SC 000032:20,E
Lockhart-203,1029615,y,SC 000031:38,E
Lockhart-205,1029591,y,SC 000031:14,E
Lockhart-207,1029633,y,SC 000032:9,E
Lockhart-209,1029623,y,SC 000031:46,E
Lockhart-21,1029566,y,SC 000030:37,E
Lockhart-211,1029609,y,SC 000031:32,E
Lockhart-213,1029622,y,SC 000031:45,E
Lockhart-215,1029614,y,SC 000031:37,E
Lockhart-217,1029557,y,SC 000030:28,E
Lockhart-22,1029569,y,SC 000030:40,E
Lockhart-220,1034416,y,SC 000119:4,E
Lockhart-223,1029530,y,SC 000030:1,E
Lockhart-226,1029579,y,SC 000031:2,E
Lockhart-228,1029580,y,SC 000031:3,E
Lockhart-229,1029541,y,SC 000030:12,E
Lockhart-23,1029542,y,SC 000030:13,E
Lockhart-231,1029655,y,SC 000032:31,E
Lockhart-233,1029661,y,SC 000032:37,E
Lockhart-235,1029565,y,SC 000030:36,E
Lockhart-238,1029537,y,SC 000030:8,E
Lockhart-241,1029534,y,SC 000030:5,E
Lockhart-242,1029585,y,SC 000031:8,E
Lockhart-243,1029536,y,SC 000030:7,E
Lockhart-244,1029531,y,SC 000030:2,E
Lockhart-245,1029639,y,SC 000032:15,E
Lockhart-247,1029665,y,SC 000032:41,E
Lockhart-25,1029684,y,SC 000033:15,E
Lockhart-250,1029701,y,SC 000033:32,E
Lockhart-253,1029664,y,SC 000032:40,E
Lockhart-255,1029645,y,SC 000032:21,E
Lockhart-257,1029637,y,SC 000032:13,E
Lockhart-259,1029640,y,SC 000032:16,E
Lockhart-26,1029692,y,SC 000033:23,E
Lockhart-261,1029547,y,SC 000030:18,E
Lockhart-264,1029649,y,SC 000032:25,E
Lockhart-267,1029652,y,SC 000032:28,E
Lockhart-269,1029624,y,SC 000031:47,E
Lockhart-27,1029576,y,SC 000030:47,E
Lockhart-271,1029605,y,SC 000031:28,E
Lockhart-275,1029620,y,SC 000031:43,E
Lockhart-279,1029619,y,SC 000031:42,E
Lockhart-28,1029572,y,SC 000030:43,E
Lockhart-281,1029548,y,SC 000030:19,E
Lockhart-283,1029650,y,SC 000032:26,E
Lockhart-286,1029670,y,SC 000033:1,E
Lockhart-288,1029686,y,SC 000033:17,E
Lockhart-29,1029559,y,SC 000030:30,E
Lockhart-291,1029709,y,SC 000033:40,E
Lockhart-293,1034701,y,SC 000130:1,E
Lockhart-296,1034421,y,SC 000119:9,E
Lockhart-299,1029669,y,SC 000032:45,E
Lockhart-3,1029562,y,SC 000030:33,E
Lockhart-301,1029608,y,SC 000031:31,E
Lockhart-303,1029603,y,SC 000031:26,E
Lockhart-305,1029612,y,SC 000031:35,E
Lockhart-307,1029600,y,SC 000031:23,E
Lockhart-31,1034413,y,SC 000119:1,E
Lockhart-312,1029598,y,SC 000031:21,E
Lockhart-313,1029618,y,SC 000031:41,E
Lockhart-315,1029628,y,SC 000032:4,E
Lockhart-320,1029666,y,SC 000032:42,E
Lockhart-323,1029690,y,SC 000033:21,E
Lockhart-325,1029685,y,SC 000033:16,E
Lockhart-327,1029689,y,SC 000033:20,E
Lockhart-329,1029671,y,SC 000033:2,E
Lockhart-331,1029678,y,SC 000033:9,E
Lockhart-334,1029679,y,SC 000033:10,E
Lockhart-337,1029677,y,SC 000033:8,E
Lockhart-342,1029708,y,SC 000033:39,E
Lockhart-346,1029683,y,SC 000033:14,E
Lockhart-349,1029699,y,SC 000033:30,E
Lockhart-35,1029586,y,SC 000031:9,E
Lockhart-353,1029694,y,SC 000033:25,E
Lockhart-357,1029698,y,SC 000033:29,E
Lockhart-358,1029674,y,SC 000033:5,E
Lockhart-359,1029673,y,SC 000033:4,E
Lockhart-361,1029705,y,SC 000033:36,E
Lockhart-363,1029704,y,SC 000033:35,E
Lockhart-365,1029613,y,SC 000031:36,E
Lockhart-368,1029556,y,SC 000030:27,E
Lockhart-370,1029546,y,SC 000030:17,E
Lockhart-373,1029558,y,SC 000030:29,E
Lockhart-375,1029561,y,SC 000030:32,E
Lockhart-377,1029551,y,SC 000030:22,E
Lockhart-379,1029595,y,SC 000031:18,E
Lockhart-38,1029626,y,SC 000032:2,E
Lockhart-381,1034418,y,SC 000119:6,E
Lockhart-385,1029627,y,SC 000032:3,E
Lockhart-389,1029621,y,SC 000031:44,E
Lockhart-391,1029552,y,SC 000030:23,E
Lockhart-393,1029554,y,SC 000030:25,E
Lockhart-395,1029567,y,SC 000030:38,E
Lockhart-397,1029563,y,SC 000030:34,E
Lockhart-399,1029706,y,SC 000033:37,E
Lockhart-401,1029691,y,SC 000033:22,E
Lockhart-407,1029625,y,SC 000032:1,E
Lockhart-409,1029606,y,SC 000031:29,E
Lockhart-41,1034420,y,SC 000119:8,E
Lockhart-410,1029593,y,SC 000031:16,E
Lockhart-412,1029550,y,SC 000030:21,E
Lockhart-414,1029589,y,SC 000031:12,E
Lockhart-416,1029617,y,SC 000031:40,E
Lockhart-418,1029607,y,SC 000031:30,E
Lockhart-420,1029656,y,SC 000032:32,E
Lockhart-422,1029648,y,SC 000032:24,E
Lockhart-425,1029629,y,SC 000032:5,E
Lockhart-428,1029647,y,SC 000032:23,E
Lockhart-43,1034417,y,SC 000119:5,E
Lockhart-430,1029711,y,SC 000033:42,E
Lockhart-435,1029667,y,SC 000032:43,E
Lockhart-440,1029703,y,SC 000033:34,E
Lockhart-446,1029610,y,SC 000031:33,E
Lockhart-448,1029654,y,SC 000032:30,E
Lockhart-45,1029597,y,SC 000031:20,E
Lockhart-450,1029642,y,SC 000032:18,E
Lockhart-451,1029643,y,SC 000032:19,E
Lockhart-453,1029630,y,SC 000032:6,E
Lockhart-456,1034426,y,SC 000119:14,E
Lockhart-461,1029676,y,SC 000033:7,E
Lockhart-463,1029713,y,SC 000033:44,E
Lockhart-464,1029590,y,SC 000031:13,E
Lockhart-467,1034701,y,SC 000130:1,E
Lockhart-468,1029696,y,SC 000033:27,E
Lockhart-47,1029560,y,SC 000030:31,E
Lockhart-470,1029712,y,SC 000033:43,E
Lockhart-5,1029544,y,SC 000030:15,E
Lockhart-50,1029599,y,SC 000031:22,E
Lockhart-514,1029631,y,SC 000032:7,E
Lockhart-52,1029568,y,SC 000030:39,E
Lockhart-53,1029641,y,SC 000032:17,E
Lockhart-56,1029573,y,SC 000030:44,E
Lockhart-58,1029584,y,SC 000031:7,E
Lockhart-585,1034429,y,SC 000119:17,E
Lockhart-589,1034431,y,SC 000119:19,E
Lockhart-59,1029543,y,SC 000030:14,E
Lockhart-593,1034430,y,SC 000119:18,E
Lockhart-61,1029710,y,SC 000033:41,E
Lockhart-63,1029604,y,SC 000031:27,E
Lockhart-66,1029596,y,SC 000031:19,E
Lockhart-67,1029570,y,SC 000030:41,E
Lockhart-69,1029611,y,SC 000031:34,E
Lockhart-7,1029700,y,SC 000033:31,E
Lockhart-71,1029575,y,SC 000030:46,E
Lockhart-74,1034427,y,SC 000119:15,E
Lockhart-77,1029672,y,SC 000033:3,E
Lockhart-79,1029682,y,SC 000033:13,E
Lockhart-82,1029651,y,SC 000032:27,E
Lockhart-86,1034414,y,SC 000119:2,E
Lockhart-9,1029549,y,SC 000030:20,E
Lockhart-90,1034415,y,SC 000119:3,E
Lockhart-94,1034423,y,SC 000119:11,E
Lockhart-97,1029693,y,SC 000033:24,E
Lockhart-99,1029697,y,SC 000033:28,E
McMcHB-1,1030578,y,SC 000047:38,E
McMcHB-10,1031305,y,SC 000059:23,E
McMcHB-11,1030883,y,SC 000052:38,E
McMcHB-12,1031289,y,SC 000059:7,E
McMcHB-13,1030798,y,SC 000051:13,E
McMcHB-14,1030902,y,SC 000052:57,E
McMcHB-15,1030928,y,SC 000053:24,E
McMcHB-16,1030921,y,SC 000053:17,E
McMcHB-17,1030884,y,SC 000052:39,E
McMcHB-18,1030796,y,SC 000051:11,E
McMcHB-19,1030911,y,SC 000053:7,E
McMcHB-2,1030577,y,SC 000047:37,E
McMcHB-20,1030908,y,SC 000053:3,E
McMcHB-21,1031166,y,SC 000057:11,E
McMcHB-22,1030797,y,SC 000051:12,E
McMcHB-23,1030479,y,SC 000046:1,E
McMcHB-24,1030532,y,SC 000046:54,E
McMcHB-25,1030509,y,SC 000046:31,E
McMcHB-26,1030534,y,SC 000046:56,E
McMcHB-27,1030488,y,SC 000046:10,E
McMcHB-28,1030528,y,SC 000046:50,E
McMcHB-29,1030566,y,SC 000047:26,E
McMcHB-3,1030926,y,SC 000053:22,E
McMcHB-30,1031281,y,SC 000058:63,E
McMcHB-31,1031162,y,SC 000057:7,E
McMcHB-32,1031251,y,SC 000058:33,E
McMcHB-33,1031161,y,SC 000057:6,E
McMcHB-34,1031223,y,SC 000058:5,E
McMcHB-35,1031183,y,SC 000057:28,E
McMcHB-36,1030481,y,SC 000046:3,E
McMcHB-37,1031327,y,SC 000059:45,E
McMcHB-38,1031341,y,SC 000059:59,E
McMcHB-39,1031189,y,SC 000057:34,E
McMcHB-4,1030548,y,SC 000047:8,E
McMcHB-41,1031206,y,SC 000057:51,E
McMcHB-42,1031319,y,SC 000059:37,E
McMcHB-43,1031309,y,SC 000059:27,E
McMcHB-44,1031268,y,SC 000058:50,E
McMcHB-45,1031285,y,SC 000059:3,E
McMcHB-5,1030561,y,SC 000047:21,E
McMcHB-6,1030553,y,SC 000047:13,E
McMcHB-7,1030565,y,SC 000047:25,E
McMcHB-8,1030947,y,SC 000053:43,E
McMcHB-9,1031288,y,SC 000059:6,E
PCCVP-1,1078759,Y,SC 000PCC:1,C
PCCVP-10,1077529,Y,SC 000PCC:10,C
PCCVP-10A,1077530,Y,SC 000PCC:10A,C
PCCVP-10B,1077531,Y,SC 000PCC:10B,C
PCCVP-10C,1077532,Y,SC 000PCC:10C,C
PCCVP-11,1077533,Y,SC 000PCC:11,C
PCCVP-11A,1077534,Y,SC 000PCC:11A,C
PCCVP-12,1077535,Y,SC 000PCC:12,C
PCCVP-12A,1077536,Y,SC 000PCC:12A,C
PCCVP-13,1077537,Y,SC 000PCC:13,C
PCCVP-13A,1077538,Y,SC 000PCC:13A,C
PCCVP-14,1077539,Y,SC 000PCC:14,C
PCCVP-14A,1077540,Y,SC 000PCC:14A,C
PCCVP-15,1077541,Y,SC 000PCC:15,C
PCCVP-15A,1077542,Y,SC 000PCC:15A,C
PCCVP-16,1077543,Y,SC 000PCC:16,C
PCCVP-16A,1077544,Y,SC 000PCC:16A,C
PCCVP-17,1077545,Y,SC 000PCC:17,C
PCCVP-17A,1077546,Y,SC 000PCC:17A,C
PCCVP-17B,1077547,Y,SC 000PCC:17B,C
PCCVP-18,1077548,Y,SC 000PCC:18,C
PCCVP-18A,1077549,Y,SC 000PCC:18A,C
PCCVP-19,1077550,Y,SC 000PCC:19,C
PCCVP-19A,1077551,Y,SC 000PCC:19A,C
PCCVP-1A,1077509,Y,SC 000PCC:1A,C
PCCVP-1B,1077510,Y,SC 000PCC:1B,C
PCCVP-1C,1077511,Y,SC 000PCC:1C,C
PCCVP-2,1077512,Y,SC 000PCC:2,C
PCCVP-20,1077552,Y,SC 000PCC:20,C
PCCVP-21,1077553,Y,SC 000PCC:21,C
PCCVP-21A,1077554,Y,SC 000PCC:21A,C
PCCVP-22,1077555,Y,SC 000PCC:22,C
PCCVP-22A,1077556,Y,SC 000PCC:22A,C
PCCVP-22B,1077557,Y,SC 000PCC:22B,C
PCCVP-23,1077558,Y,SC 000PCC:23,C
PCCVP-24,1077559,Y,SC 000PCC:24,C
PCCVP-24A,1077560,Y,SC 000PCC:24A,C
PCCVP-25,1077561,Y,SC 000PCC:25,C
PCCVP-25A,1077562,Y,SC 000PCC:25A,C
PCCVP-26,1077563,Y,SC 000PCC:26,C
PCCVP-26A,1077564,Y,SC 000PCC:26A,C
PCCVP-27,1077565,Y,SC 000PCC:27,C
PCCVP-28,1077566,Y,SC 000PCC:28,C
PCCVP-28A,1077567,Y,SC 000PCC:28A,C
PCCVP-29,1077568,Y,SC 000PCC:29,C
PCCVP-29A,1077569,Y,SC 000PCC:29A,C
PCCVP-2A,1077513,Y,SC 000PCC:2A,C
PCCVP-2B,1077514,Y,SC 000PCC:2B,C
PCCVP-3,1077515,Y,SC 000PCC:3,C
PCCVP-30,1077572,Y,SC 000PCC:30,C
PCCVP-31,1077573,Y,SC 000PCC:31,C
PCCVP-31A,1077574,Y,SC 000PCC:31A,C
PCCVP-32,1077575,Y,SC 000PCC:32,C
PCCVP-34,1077576,Y,SC 000PCC:34,C
PCCVP-34A,1077577,Y,SC 000PCC:34A,C
PCCVP-34B,1077578,Y,SC 000PCC:34B,C
PCCVP-35,1077579,Y,SC 000PCC:35,C
PCCVP-35A,1077580,Y,SC 000PCC:35A,C
PCCVP-36,1077581,Y,SC 000PCC:36,C
PCCVP-36A,1077582,Y,SC 000PCC:36A,C
PCCVP-37,1077583,Y,SC 000PCC:37,C
PCCVP-38,1077584,Y,SC 000PCC:38,C
PCCVP-38A,1077585,Y,SC 000PCC:38A,C
PCCVP-38B,1077586,Y,SC 000PCC:38B,C
PCCVP-39,1077587,Y,SC 000PCC:39,C
PCCVP-39A,1077588,Y,SC 000PCC:39A,C
PCCVP-3A,1077516,Y,SC 000PCC:3A,C
PCCVP-4,1077517,Y,SC 000PCC:4,C
PCCVP-4A,1077518,Y,SC 000PCC:4A,C
PCCVP-4B,1077519,Y,SC 000PCC:4B,C
PCCVP-5,1077520,Y,SC 000PCC:5,C
PCCVP-5A,1077521,Y,SC 000PCC:5A,C
PCCVP-5B,1077522,Y,SC 000PCC:5B,C
PCCVP-7,1077523,Y,SC 000PCC:7,C
PCCVP-8,1077524,Y,SC 000PCC:8,C
PCCVP-9,1077525,Y,SC 000PCC:9,C
PCCVP-9A,1077526,Y,SC 000PCC:9A,C
PCCVP-9B,1077527,Y,SC 000PCC:9B,C
PCCVP-9C,1077528,Y,SC 000PCC:9C,C
PCNSS-1,1078760,Y,SC 000PCN:1,C
PCNSS-10,1077609,Y,SC 000PCN:10,C
PCNSS-11,1077610,Y,SC 000PCN:11,C
PCNSS-11A,1077611,Y,SC 000PCN:11A,C
PCNSS-11B,1077612,Y,SC 000PCN:11B,C
PCNSS-11C,1077613,Y,SC 000PCN:11C,C
PCNSS-12,1077614,Y,SC 000PCN:12,C
PCNSS-12A,1077615,Y,SC 000PCN:12A,C
PCNSS-12B,1077616,Y,SC 000PCN:12B,C
PCNSS-13,1077617,Y,SC 000PCN:13,C
PCNSS-13A,1077618,Y,SC 000PCN:13A,C
PCNSS-13B,1077619,Y,SC 000PCN:13B,C
PCNSS-14,1077620,Y,SC 000PCN:14,C
PCNSS-14A,1077621,Y,SC 000PCN:14A,C
PCNSS-15,1077622,Y,SC 000PCN:15,C
PCNSS-15A,1077623,Y,SC 000PCN:15A,C
PCNSS-15B,1077624,Y,SC 000PCN:15B,C
